corpus_unit_id,passage_text,plant_name,chemical_name,text,label
186,"In this study the first CE method for the determination of all major alkaloids ((-)-nuciferine, (-)-nornuciferine, (-)-caaverine, (-)-armepavine, (+)-norarmepavine, (+)-isoliensinine and (+)-pronuciferine) in Nelumbo nucifera leaves was developed.",Nelumbo nucifera,(+)-isoliensinine,"Relation of Nelumbo nucifera and (+)-isoliensinine on In this study the first CE method for the determination of all major alkaloids ((-)-nuciferine, (-)-nornuciferine, (-)-caaverine, (-)-armepavine, (+)-norarmepavine, (+)-isoliensinine and (+)-pronuciferine) in Nelumbo nucifera leaves was developed.",Positive
187,"In this study the first CE method for the determination of all major alkaloids ((-)-nuciferine, (-)-nornuciferine, (-)-caaverine, (-)-armepavine, (+)-norarmepavine, (+)-isoliensinine and (+)-pronuciferine) in Nelumbo nucifera leaves was developed.",Nelumbo nucifera,(+)-pronuciferine,"Relation of Nelumbo nucifera and (+)-pronuciferine on In this study the first CE method for the determination of all major alkaloids ((-)-nuciferine, (-)-nornuciferine, (-)-caaverine, (-)-armepavine, (+)-norarmepavine, (+)-isoliensinine and (+)-pronuciferine) in Nelumbo nucifera leaves was developed.",Positive
188,"Among diverse constituents of ginseng, saponins (ginsenosides) have been found to be major components responsible for their biological and pharmacological actions.",ginseng,saponins,"Relation of ginseng and saponins on Among diverse constituents of ginseng, saponins (ginsenosides) have been found to be major components responsible for their biological and pharmacological actions.",Positive
189,"Among diverse constituents of ginseng, saponins (ginsenosides) have been found to be major components responsible for their biological and pharmacological actions.",ginseng,ginsenosides,"Relation of ginseng and ginsenosides on Among diverse constituents of ginseng, saponins (ginsenosides) have been found to be major components responsible for their biological and pharmacological actions.",Positive
190,We describe the development of a yogurt with L. rhamnosus GR-1 at >7*10(7) colony forming units fortified with locally grown Moringa oleifera leaves at 20% of the recommended daily allowance of vitamin A.,Moringa oleifera,vitamin A,Relation of Moringa oleifera and vitamin A on We describe the development of a yogurt with L. rhamnosus GR-1 at >7*10(7) colony forming units fortified with locally grown Moringa oleifera leaves at 20% of the recommended daily allowance of vitamin A.,Negative
191,"Members of the family Anacardiaceae are known to contain a number of biologically active substances, such as phenolic lipids, alkyl-catechols and alkyl-resorcinols.",Anacardiaceae,phenolic lipids,"Relation of Anacardiaceae and phenolic lipids on Members of the family Anacardiaceae are known to contain a number of biologically active substances, such as phenolic lipids, alkyl-catechols and alkyl-resorcinols.",Positive
192,"Members of the family Anacardiaceae are known to contain a number of biologically active substances, such as phenolic lipids, alkyl-catechols and alkyl-resorcinols.",Anacardiaceae,alkyl-catechols,"Relation of Anacardiaceae and alkyl-catechols on Members of the family Anacardiaceae are known to contain a number of biologically active substances, such as phenolic lipids, alkyl-catechols and alkyl-resorcinols.",Positive
193,"Members of the family Anacardiaceae are known to contain a number of biologically active substances, such as phenolic lipids, alkyl-catechols and alkyl-resorcinols.",Anacardiaceae,alkyl-resorcinols,"Relation of Anacardiaceae and alkyl-resorcinols on Members of the family Anacardiaceae are known to contain a number of biologically active substances, such as phenolic lipids, alkyl-catechols and alkyl-resorcinols.",Positive
194,"The vasoactive effects of several ginsenosides, purified from Panax ginseng, were tested in the rat aorta.",Panax ginseng,ginsenosides,"Relation of Panax ginseng and ginsenosides on The vasoactive effects of several ginsenosides, purified from Panax ginseng, were tested in the rat aorta.",Positive
195,"To study the mechanism of antimigraine activity of Tanacetum parthenium (Feverfew), its extracts and parthenolide, a component of Feverfew, by observing their effect on 5-HT storage and release, and stimulation of 5-HT2B and 5-HT2A receptors.",Feverfew,parthenolide,"Relation of Feverfew and parthenolide on To study the mechanism of antimigraine activity of Tanacetum parthenium (Feverfew), its extracts and parthenolide, a component of Feverfew, by observing their effect on 5-HT storage and release, and stimulation of 5-HT2B and 5-HT2A receptors.",Positive
196,In one set of experiments the effect of dichloromethane extract of Feverfew and parthenolide was observed on the above.,Feverfew,dichloromethane,Relation of Feverfew and dichloromethane on In one set of experiments the effect of dichloromethane extract of Feverfew and parthenolide was observed on the above.,Negative
197,In one set of experiments the effect of dichloromethane extract of Feverfew and parthenolide was observed on the above.,Feverfew,parthenolide,Relation of Feverfew and parthenolide on In one set of experiments the effect of dichloromethane extract of Feverfew and parthenolide was observed on the above.,Negative
198,"There is, therefore, concern regarding accumulation of arsenic in rice grown those soils.",rice,arsenic,"Relation of rice and arsenic on There is, therefore, concern regarding accumulation of arsenic in rice grown those soils.",Negative
199,Concentrations of arsenic in rice grain did not exceed the food hygiene concentration limit (1.0 mg of As kg(-1) dry weight).,rice,arsenic,Relation of rice and arsenic on Concentrations of arsenic in rice grain did not exceed the food hygiene concentration limit (1.0 mg of As kg(-1) dry weight).,Negative
200,Arsenic concentrations in rice plant parts except husk were not affected by application of phosphate.,rice,Arsenic,Relation of rice and Arsenic on Arsenic concentrations in rice plant parts except husk were not affected by application of phosphate.,Negative
201,"As the concentration of arsenic in the rice grain was low, arsenic speciation was performed only on rice straw to predict the risk associated with feeding contaminated straw to the cattle.",rice,arsenic,"Relation of rice and arsenic on As the concentration of arsenic in the rice grain was low, arsenic speciation was performed only on rice straw to predict the risk associated with feeding contaminated straw to the cattle.",Negative
202,"As the concentration of arsenic in the rice grain was low, arsenic speciation was performed only on rice straw to predict the risk associated with feeding contaminated straw to the cattle.",rice straw,arsenic,"Relation of rice straw and arsenic on As the concentration of arsenic in the rice grain was low, arsenic speciation was performed only on rice straw to predict the risk associated with feeding contaminated straw to the cattle.",Negative
203,"Increasing the concentration of arsenate in irrigation water significantly decreased plant height, grain yield, the number of filled grains, grain weight, and root biomass, while the arsenic concentrations in root, straw, and rice husk increased significantly.",rice,arsenic,"Relation of rice and arsenic on Increasing the concentration of arsenate in irrigation water significantly decreased plant height, grain yield, the number of filled grains, grain weight, and root biomass, while the arsenic concentrations in root, straw, and rice husk increased significantly.",Negative
204,Theophylline is an alkaloid found in tea (Thea sinensis) and chocolate and is structurally related to caffeine and theobromine.,Thea sinensis,Theophylline,Relation of Thea sinensis and Theophylline on Theophylline is an alkaloid found in tea (Thea sinensis) and chocolate and is structurally related to caffeine and theobromine.,Positive
205,Theophylline is an alkaloid found in tea (Thea sinensis) and chocolate and is structurally related to caffeine and theobromine.,Thea sinensis,caffeine,Relation of Thea sinensis and caffeine on Theophylline is an alkaloid found in tea (Thea sinensis) and chocolate and is structurally related to caffeine and theobromine.,Negative
206,Theophylline is an alkaloid found in tea (Thea sinensis) and chocolate and is structurally related to caffeine and theobromine.,Thea sinensis,theobromine,Relation of Thea sinensis and theobromine on Theophylline is an alkaloid found in tea (Thea sinensis) and chocolate and is structurally related to caffeine and theobromine.,Negative
207,Theophylline is an alkaloid found in tea (Thea sinensis) and chocolate and is structurally related to caffeine and theobromine.,chocolate,Theophylline,Relation of chocolate and Theophylline on Theophylline is an alkaloid found in tea (Thea sinensis) and chocolate and is structurally related to caffeine and theobromine.,Positive
208,Theophylline is an alkaloid found in tea (Thea sinensis) and chocolate and is structurally related to caffeine and theobromine.,chocolate,caffeine,Relation of chocolate and caffeine on Theophylline is an alkaloid found in tea (Thea sinensis) and chocolate and is structurally related to caffeine and theobromine.,Negative
209,Theophylline is an alkaloid found in tea (Thea sinensis) and chocolate and is structurally related to caffeine and theobromine.,chocolate,theobromine,Relation of chocolate and theobromine on Theophylline is an alkaloid found in tea (Thea sinensis) and chocolate and is structurally related to caffeine and theobromine.,Negative
210,"Coconut oil acid diethanolamine condensate, a mixture of fatty acid diethanolamides of the acids found in coconut oil, is widely used in cosmetics, shampoos, soaps, and related consumer products.",coconut oil,Coconut oil acid diethanolamine condensate,"Relation of coconut oil and Coconut oil acid diethanolamine condensate on Coconut oil acid diethanolamine condensate, a mixture of fatty acid diethanolamides of the acids found in coconut oil, is widely used in cosmetics, shampoos, soaps, and related consumer products.",Positive
211,"Coconut oil acid diethanolamine condensate, a mixture of fatty acid diethanolamides of the acids found in coconut oil, is widely used in cosmetics, shampoos, soaps, and related consumer products.",coconut oil,fatty acid diethanolamides,"Relation of coconut oil and fatty acid diethanolamides on Coconut oil acid diethanolamine condensate, a mixture of fatty acid diethanolamides of the acids found in coconut oil, is widely used in cosmetics, shampoos, soaps, and related consumer products.",Positive
212,"Anthocyanins, another group of bioactive compounds, are found in blue and purple wheat grains.",blue and purple wheat,Anthocyanins,"Relation of blue and purple wheat and Anthocyanins on Anthocyanins, another group of bioactive compounds, are found in blue and purple wheat grains.",Positive
213,Four major anthocyanins were separated from blue wheat extracts as compared to five anthocyanins in purple wheat.,blue wheat,anthocyanins,Relation of blue wheat and anthocyanins on Four major anthocyanins were separated from blue wheat extracts as compared to five anthocyanins in purple wheat.,Positive
214,Four major anthocyanins were separated from blue wheat extracts as compared to five anthocyanins in purple wheat.,blue wheat,anthocyanins,Relation of blue wheat and anthocyanins on Four major anthocyanins were separated from blue wheat extracts as compared to five anthocyanins in purple wheat.,Negative
215,Four major anthocyanins were separated from blue wheat extracts as compared to five anthocyanins in purple wheat.,purple wheat,anthocyanins,Relation of purple wheat and anthocyanins on Four major anthocyanins were separated from blue wheat extracts as compared to five anthocyanins in purple wheat.,Negative
216,Four major anthocyanins were separated from blue wheat extracts as compared to five anthocyanins in purple wheat.,purple wheat,anthocyanins,Relation of purple wheat and anthocyanins on Four major anthocyanins were separated from blue wheat extracts as compared to five anthocyanins in purple wheat.,Positive
217,"Cyanidin 3-glucoside was the predominant anthocyanin in purple wheat, whereas it was the second major anthocyanin in blue wheat.",purple wheat,Cyanidin 3-glucoside,"Relation of purple wheat and Cyanidin 3-glucoside on Cyanidin 3-glucoside was the predominant anthocyanin in purple wheat, whereas it was the second major anthocyanin in blue wheat.",Positive
218,"Cyanidin 3-glucoside was the predominant anthocyanin in purple wheat, whereas it was the second major anthocyanin in blue wheat.",purple wheat,anthocyanin,"Relation of purple wheat and anthocyanin on Cyanidin 3-glucoside was the predominant anthocyanin in purple wheat, whereas it was the second major anthocyanin in blue wheat.",Positive
219,"Cyanidin 3-glucoside was the predominant anthocyanin in purple wheat, whereas it was the second major anthocyanin in blue wheat.",purple wheat,anthocyanin,"Relation of purple wheat and anthocyanin on Cyanidin 3-glucoside was the predominant anthocyanin in purple wheat, whereas it was the second major anthocyanin in blue wheat.",Negative
